ID	REGION	LOCALIDAD	PROVINCIA	GENERO	EDAD	GRUPOS_EDAD	NIV_SOCIOE	NSE_3	TAMANIO	EXPANSOR	PONDERADOR	MUSICA1	MUSICA2	MUSICA2-1	MUSICA3	MUSICA4	MUSICA5_1	MUSICA5_2	MUSICA5_3	MUSICA5_4	MUSICA5_5	MUSICA5_6	MUSICA5_7	MUSICA5_8	MUSICA5_9	MUSICA5_10	MUSICA5_11	MUSICA5_12	MUSICA5_13	MUSICA5_14	MUSICA5_15	MUSICA5_16	MUSICA5_17	MUSICA5_18	MUSICA5_19	MUSICA5-1	MUSICA6-1	MUSICA6-2	MUSICA7_1	MUSICA7_2	MUSICA7_3	MUSICA7_4	MUSICA7_5	MUSICA7_6	MUSICA7_7	MUSICA7_8	MUSICA7_9	MUSICA8_1	MUSICA8_2	MUSICA8_3	MUSICA8_4	MUSICA8_5	MUSICA8_6	MUSICA8_7	MUSICA8_8	MUSICA8_9	MUSICA8_10	MUSICA8_11	MUSICA8_12	MUSICA8_13	MUSICA9	MUSICA10	MUSICA10-1	MUSICA11	MUSICA12	MUSICA13	MUSICA14	MUSICA14-1
880	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	54	50 a 64 anios	C3	C2+C3	Mas de 400mil	15085	1.730	SI			Algunas veces a la semana	Algunas veces a la semana	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
881	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	44	30 a 49 anios	C2	C2+C3	Mas de 400mil	8245	0.950	SI			Todos o casi todos los días	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	SI			Algunas veces al anio o menos	1	0	20000	
882	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	32	30 a 49 anios	C3	C2+C3	Mas de 400mil	8245	0.950	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	SI			Algunas veces al anio o menos	2	2	6500	
883	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	46	30 a 49 anios	C2	C2+C3	Mas de 400mil	13309	1.530	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	NO	Motivos económicos			$null$	$null$	$null$	
884	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	45	30 a 49 anios	C2	C2+C3	Mas de 400mil	3898	0.450	SI			Algunas veces a la semana	Algunas veces al anio	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
885	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	60	50 a 64 anios	C3	C2+C3	Mas de 400mil	18331	2.100	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
886	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	38	30 a 49 anios	C3	C2+C3	Mas de 400mil	13309	1.530	SI			Algunas veces al mes	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
887	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	46	30 a 49 anios	C3	C2+C3	Mas de 400mil	7165	0.820	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
888	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	37	30 a 49 anios	C2	C2+C3	Mas de 400mil	4438	0.510	SI			Algunas veces a la semana	Algunas veces a la semana	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
889	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	62	50 a 64 anios	C3	C2+C3	Mas de 400mil	14091	1.620	SI			Todos o casi todos los días	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
890	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	42	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	16628	1.910	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI		1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	NO	Motivos económicos			$null$	$null$	$null$	
891	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	45	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	5803	0.670	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
892	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	34	30 a 49 anios	D2E	D1+D2+E	Mas de 400mil	31107	3.570	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
893	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	41	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	6391	0.730	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
894	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	45	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	4438	0.510	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
895	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	60	50 a 64 anios	D1	D1+D2+E	Mas de 400mil	9479	1.090	NO	No tiene equipo				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	NO	Motivos económicos			$null$	$null$	$null$	
896	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	48	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	8245	0.950	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
897	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	83	65 anios y mas	D1	D1+D2+E	Mas de 400mil	10103	1.160	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
898	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	65	65 anios y mas	D1	D1+D2+E	Mas de 400mil	2421	0.280	NO	No le gusta/ interesa la música				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	NO	Motivos económicos			$null$	$null$	$null$	
899	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	70	65 anios y mas	D1	D1+D2+E	Mas de 400mil	16967	1.950	SI			Algunas veces a la semana	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
900	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	26	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	47506	5.450	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
901	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	58	50 a 64 anios	D1	D1+D2+E	Mas de 400mil	22405	2.570	SI			Algunas veces a la semana	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
902	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	62	50 a 64 anios	D1	D1+D2+E	Mas de 400mil	11425	1.310	SI			Algunas veces a la semana	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	SI			Todos o casi todos los meses	10	10	1500	
903	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	69	65 anios y mas	D1	D1+D2+E	Mas de 400mil	35842	4.110	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
904	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	47	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	4438	0.510	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
905	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	28	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	7292	0.840	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
906	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	83	65 anios y mas	D1	D1+D2+E	Mas de 400mil	4333	0.500	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NO	Problemas de salud			$null$	$null$	$null$	
907	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	78	65 anios y mas	D1	D1+D2+E	Mas de 400mil	18897	2.170	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
908	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	40	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	9921	1.140	SI			Algunas veces a la semana	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
909	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	69	65 anios y mas	D2E	D1+D2+E	Mas de 400mil	12344	1.420	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	NO	Problemas de salud			$null$	$null$	$null$	
910	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	25	18 a 29 anios	D2E	D1+D2+E	Mas de 400mil	7516	0.860	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
911	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Varón	37	30 a 49 anios	D2E	D1+D2+E	Mas de 400mil	22745	2.610	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
912	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	29	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	22114	2.540	SI			Todos o casi todos los días	Todos o casi todos los días	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		NO		1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
913	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	28	18 a 29 anios	D1	D1+D2+E	Mas de 400mil	22547	2.590	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
914	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	42	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	15610	1.790	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
915	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	30	30 a 49 anios	D1	D1+D2+E	Mas de 400mil	7583	0.870	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
916	CENTRO	Rosario / Villa Gobernador Gálvez	Santa Fe	Mujer	34	30 a 49 anios	D2E	D1+D2+E	Mas de 400mil	3998	0.460	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	SI			Algunas veces al anio o menos	1	1	2	
917	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	31	30 a 49 anios	ABC1	ABC1	Mas de 400mil	5152	0.590	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	SI			Algunas veces al anio o menos	3	2	2500	
918	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	38	30 a 49 anios	ABC1	ABC1	Mas de 400mil	4159	0.480	SI			Todos o casi todos los días	Algunas veces a la semana	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	NO	Ns Nc			$null$	$null$	$null$	
919	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	30	30 a 49 anios	C2	C2+C3	Mas de 400mil	3447	0.400	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	SI			Todos o casi todos los meses	6	6	2700	
920	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	32	30 a 49 anios	C3	C2+C3	Mas de 400mil	4159	0.480	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	SI			Todos o casi todos los meses	5	3	3	
921	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	72	65 anios y mas	C3	C2+C3	Mas de 400mil	22012	2.520	SI			Todos o casi todos los días	Algunas veces a la semana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	$null$	Radio			0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
922	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	46	30 a 49 anios	C2	C2+C3	Mas de 400mil	1757	0.200	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
923	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	77	65 anios y mas	C2	C2+C3	Mas de 400mil	11006	1.260	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NO	Falta de tiempo			$null$	$null$	$null$	
924	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	67	65 anios y mas	C2	C2+C3	Mas de 400mil	1563	0.180	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	SI			Algunas veces al anio o menos	2	2	9	
925	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	79	65 anios y mas	C3	C2+C3	Mas de 400mil	9082	1.040	SI			Algunas veces a la semana	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
926	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	24	18 a 29 anios	C3	C2+C3	Mas de 400mil	2446	0.280	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	SI			Algunas veces al anio o menos	5	5	2000	
927	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	59	50 a 64 anios	C2	C2+C3	Mas de 400mil	9338	1.070	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	SI			Algunas veces al anio o menos	2	2	3000	
928	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	27	18 a 29 anios	C3	C2+C3	Mas de 400mil	6732	0.770	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		$null$		NO	NO	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	SI			Algunas veces al anio o menos	4	4	2	
929	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	32	30 a 49 anios	C3	C2+C3	Mas de 400mil	50382	5.780	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			SI	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	SI			Algunas veces al anio o menos	2	2	6000	
930	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	39	30 a 49 anios	C2	C2+C3	Mas de 400mil	4159	0.480	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	SI			Todos o casi todos los meses	9	4	11000	
931	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	35	30 a 49 anios	C2	C2+C3	Mas de 400mil	1757	0.200	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	SI			Algunas veces al anio o menos	2	2	2500	
932	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	25	18 a 29 anios	C3	C2+C3	Mas de 400mil	13464	1.540	SI			Todos o casi todos los días	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		$null$			NO	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	SI			Todos o casi todos los meses	20	20	2	
933	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	28	18 a 29 anios	C3	C2+C3	Mas de 400mil	5190	0.600	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$		SI	NO	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	SI			Algunas veces al anio o menos	3	3	1800	
934	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	28	18 a 29 anios	C3	C2+C3	Mas de 400mil	8522	0.980	SI			Todos o casi todos los días	Todos o casi todos los días	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		$null$		SI	NO	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	SI			Todos o casi todos los meses	7	7	3	
935	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	68	65 anios y mas	C3	C2+C3	Mas de 400mil	2328	0.270	SI			Algunas veces a la semana	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	NO	No se dió/ no quiso	No se dió la oportunidad.		$null$	$null$	$null$	
936	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	74	65 anios y mas	C3	C2+C3	Mas de 400mil	6805	0.780	SI			Todos o casi todos los días	Nunca	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$	$null$		$null$				0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
937	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	31	30 a 49 anios	C3	C2+C3	Mas de 400mil	12464	1.430	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	NO	Falta de tiempo			$null$	$null$	$null$	
938	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	24	18 a 29 anios	C3	C2+C3	Mas de 400mil	4671	0.540	SI			Todos o casi todos los días	Todos o casi todos los días	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	NO	Tiene que cuidar hijos/ familiares			$null$	$null$	$null$	
939	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Mujer	54	50 a 64 anios	C2	C2+C3	Mas de 400mil	4154	0.480	SI			Algunas veces a la semana	Algunas veces al mes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	NO	Motivos económicos			$null$	$null$	$null$	
940	CENTRO	Santa Fe / Santo Tomé	Santa Fe	Varón	39	30 a 49 anios	C3	C2+C3	Mas de 400mil	1757	0.200	SI			Algunas veces a la semana	Algunas veces a la semana	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		$null$			NO	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	NO	No le gusta/ no le interesa			$null$	$null$	$null$	
